Topic,Sentiment,TweetId,TweetDate,TweetText,sentiment_label,clean_text
apple,positive,126350302113824769,Tue Oct 18 17:33:54 +0000 2011,"Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry.",Positive,hey send free iphone version publicly ceremoniously burn blackberry
apple,positive,126349695676203009,Tue Oct 18 17:31:29 +0000 2011,Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards,Positive,thank find mac located wiped stolen air smallvictory thievingbastards
apple,positive,126342268603998208,Tue Oct 18 17:01:58 +0000 2011,"Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.",Positive,thanks covent garden geniusbar replacing macbook keyboardcracked wristpad lunch break today warranty
apple,positive,126325800080392193,Tue Oct 18 15:56:32 +0000 2011,@DailyDealChat @apple Thanks!!,Positive,thanks
apple,positive,126324177501302784,Tue Oct 18 15:50:05 +0000 2011,iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes,Positive,ipads replace bound playbook nfl team
apple,positive,126323785145126912,Tue Oct 18 15:48:32 +0000 2011,@apple..good ipad,Positive,good ipad
apple,positive,126322063332999169,Tue Oct 18 15:41:41 +0000 2011,@apple @siri is efffing amazing!!,Positive,efffing amazing
apple,positive,126319186141130752,Tue Oct 18 15:30:15 +0000 2011,Amazing new @Apple iOs 5 feature.  http://t.co/jatFVfpM,Positive,amazing new io feature
apple,positive,126318009647235072,Tue Oct 18 15:25:35 +0000 2011,"RT @TripLingo: We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",Positive,rt one featured education apps website today sweet
apple,positive,126315223060709376,Tue Oct 18 15:14:30 +0000 2011,"We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",Positive,one featured education apps website today sweet
apple,positive,126315011600678913,Tue Oct 18 15:13:40 +0000 2011,"When you want something done right, you do it yourself... or go to @Apple. AT&T you're useless these days. #yourdaysarenumbered

",Positive,want something done right go att youre useless day yourdaysarenumbered
apple,positive,126314687116750849,Tue Oct 18 15:12:22 +0000 2011,We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16,Positive,unexpected workshop iphones yesterday got awesome amount info notjustaboutthephone
apple,positive,126312877916307458,Tue Oct 18 15:05:11 +0000 2011,&lt;3 #ios5 @apple,Positive,lt io
apple,positive,126311981564178432,Tue Oct 18 15:01:37 +0000 2011,---» RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?,Positive,rt question bro rt get dis iphone evo
apple,positive,126307801046847488,Tue Oct 18 14:45:01 +0000 2011,RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...,Positive,rt im people bitching iphones think smartest phone ive ever im happy
apple,positive,126302673820594176,Tue Oct 18 14:24:38 +0000 2011,I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   :)  Way to go @Apple!,Positive,im people bitching iphones think smartest phone ive ever im happy way go
apple,positive,126301956951117826,Tue Oct 18 14:21:47 +0000 2011,@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN,Positive,ceo point corporate mentor signups triple
apple,positive,126287654093471745,Tue Oct 18 13:24:57 +0000 2011,At the bus with my iPhone ;) thxx @apple,Positive,bus iphone thxx
apple,positive,126284506360578049,Tue Oct 18 13:12:27 +0000 2011,"@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app.",Positive,appstore well done itunes mobile device talking desktop app
apple,positive,126263834968211456,Tue Oct 18 11:50:18 +0000 2011,NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad,Positive,nytimes coach want see bring ipad ipad set red red hut hut wish ipad
apple,positive,126256230397259776,Tue Oct 18 11:20:05 +0000 2011,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA,Positive,apple sell million iphone unit first weekend steve job brilliance life ever iphone rva
apple,positive,126213333123743744,Tue Oct 18 08:29:38 +0000 2011,@blackberry is like the #Titanic and it seems everyone is running for the @apple #iPhone life rafts and there won't be enough for everyone!,Positive,like titanic seems everyone running iphone life raft wont enough everyone
apple,positive,126195522691280896,Tue Oct 18 07:18:51 +0000 2011,@bkad5161 than apologize to @apple ;),Positive,apologize
apple,positive,126183339945234432,Tue Oct 18 06:30:27 +0000 2011,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX,Positive,downloads io proving popular user
apple,positive,126180209501286400,Tue Oct 18 06:18:01 +0000 2011,"Lmfao look at the argument I had with Siri !!
@ijustine @apple http://t.co/D4VjL7SI",Positive,lmfao look argument siri
apple,positive,126164430546403328,Tue Oct 18 05:15:18 +0000 2011,Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s,Positive,incredible million iphone s day better iphone iphones
apple,positive,126148685737361408,Tue Oct 18 04:12:45 +0000 2011,Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple,Positive,save hp unwanted o help buy iphone seen light lol backchannel
apple,positive,126140794078892033,Tue Oct 18 03:41:23 +0000 2011,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now,Positive,well fixed io battery drain problem replacement iphone working like champ
apple,positive,126134400466419712,Tue Oct 18 03:15:59 +0000 2011,Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -,Positive,currently ordering brand new macbook pro bahhh macbook year old ill miss time cc
apple,positive,126130991365500928,Tue Oct 18 03:02:26 +0000 2011,you are so blessed. @apple,Positive,blessed
apple,positive,126116898051076096,Tue Oct 18 02:06:26 +0000 2011,"#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple",Positive,siri know dad mom brother girlfriend thanks
apple,positive,126116614495154176,Tue Oct 18 02:05:18 +0000 2011,Well at least the @apple store has amazing call waiting music! #need4s,Positive,well least store amazing call waiting music need
apple,positive,126112836219973632,Tue Oct 18 01:50:17 +0000 2011,#sweet... #apple replaced my glass #probono. thank you @apple,Positive,sweet apple replaced glass probono thank
apple,positive,126107965991297024,Tue Oct 18 01:30:56 +0000 2011,Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad,Positive,bad sell million iphones debut weekend bloomberg smartphone sm rt
apple,positive,126104732426186752,Tue Oct 18 01:18:05 +0000 2011,"loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology",Positive,loving new technology iphone mac air icloud unreal technology
apple,positive,126097426493878272,Tue Oct 18 00:49:03 +0000 2011,I'm loving this new IOS5 update :) @apple,Positive,im loving new io update
apple,positive,126095744531832832,Tue Oct 18 00:42:22 +0000 2011,Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...,Positive,another mention apple store rt getting great customer service store
apple,positive,126084907343691776,Mon Oct 17 23:59:19 +0000 2011,Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple.,Positive,time go get iphone looking forward sticking man longer paying text thanks
apple,positive,126079414986485761,Mon Oct 17 23:37:29 +0000 2011,hey @apple I hate my computer i need a #mack wanna send me a free one.,Positive,hey hate computer need mack wanna send free one
apple,positive,126076743613284354,Mon Oct 17 23:26:52 +0000 2011,Thank you @apple. My new gf(iphone4s) is great!  She does everything!,Positive,thank new gfiphones great everything
apple,positive,126076238375817216,Mon Oct 17 23:24:52 +0000 2011,#iCloud set up was flawless and works like a champ! To the Cloud @Apple,Positive,icloud set flawless work like champ cloud
apple,positive,126075534894571520,Mon Oct 17 23:22:04 +0000 2011,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!,Positive,id totally email company always get great service store
apple,positive,126064519943426048,Mon Oct 17 22:38:18 +0000 2011,@apple loving the new IOS5 upgrade for the iPhone!,Positive,loving new io upgrade iphone
apple,positive,126063569660936193,Mon Oct 17 22:34:31 +0000 2011,The nice @apple tech support guy fixed my iTouch =D,Positive,nice tech support guy fixed itouch
apple,positive,126063358037340161,Mon Oct 17 22:33:41 +0000 2011,Once again getting great customer service from the @apple store at millenia mall.,Positive,getting great customer service store millenia mall
apple,positive,126059405941809152,Mon Oct 17 22:17:59 +0000 2011,Is it just me or is #iOS5 faster for the iPad? @apple,Positive,io faster ipad
apple,positive,126059399319003136,Mon Oct 17 22:17:57 +0000 2011,I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek,Positive,love imac even though havent seen hubby day geek
apple,positive,126057030996852737,Mon Oct 17 22:08:32 +0000 2011,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH,Positive,making switch iphone iphones smartphone stevejobs apple store
apple,positive,126049183865114624,Mon Oct 17 21:37:21 +0000 2011,So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!,Positive,thankful incredible people going beyond offering replacing waterdamaged macbook pro wow
apple,positive,126040352237961217,Mon Oct 17 21:02:16 +0000 2011,New macbook is too sick @apple,Positive,new macbook sick
apple,positive,126040074595999746,Mon Oct 17 21:01:10 +0000 2011,Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1,Positive,play man loving camera iphones well done fb
apple,positive,126034495991328768,Mon Oct 17 20:39:00 +0000 2011,So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.,Positive,yeah io readinglists changed life nowicanspendevenmoretimeonmyphone
apple,positive,126026756623831041,Mon Oct 17 20:08:14 +0000 2011,@Apple Safari Reader owns the worldwide web,Positive,safari reader owns worldwide web
apple,positive,126019393460244481,Mon Oct 17 19:38:59 +0000 2011,I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out,Positive,love service case cracked go hand case walk
apple,positive,126015087386431488,Mon Oct 17 19:21:52 +0000 2011,"#10twitterpeopleiwouldliketomeet 
@coollike @TheGadgetShow  @thelittleappkid @Jon4Lakers @BenRubery @Apple @twitter @FXhomeHitFilm  (-2)",Positive,twitterpeopleiwouldliketomeet
apple,positive,126009748020658177,Mon Oct 17 19:00:39 +0000 2011,Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp,Positive,said laid next year job last iphone iphones iphoneg magical
apple,positive,126008369562652672,Mon Oct 17 18:55:11 +0000 2011,"Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)",Positive,kind excited way last class right going store buy macosc snow leopard lion
apple,positive,126002597063696384,Mon Oct 17 18:32:14 +0000 2011,i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone,Positive,used yr disruption lost gig thx service im moving iphone
apple,positive,125999676972470272,Mon Oct 17 18:20:38 +0000 2011,"Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w",Positive,apple sell million iphones day keep well
apple,positive,125995158679461888,Mon Oct 17 18:02:41 +0000 2011,Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.,Positive,yessss im lovin iphone update especially slide bar top screen good job
apple,positive,125978568726560768,Mon Oct 17 16:56:46 +0000 2011,"4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!",Positive,million weekend iphones per second madness
apple,positive,125974505385500672,Mon Oct 17 16:40:37 +0000 2011,.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear,Positive,got im invested macbook pro next year time get selling android gear
apple,positive,125960325437722624,Mon Oct 17 15:44:16 +0000 2011,@iancollinsuk @apple I like what you did there...!,Positive,like
apple,positive,125959059957485569,Mon Oct 17 15:39:14 +0000 2011,I just sent my grandma a post card using my #CardsApp thanks @Apple,Positive,sent grandma post card using cardsapp thanks
apple,positive,125947912306954240,Mon Oct 17 14:54:56 +0000 2011,"@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive.",Positive,putting wash kind equivalent blend glad hear still alive
apple,positive,125947232359948288,Mon Oct 17 14:52:14 +0000 2011,Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple,Positive,laundering aris iphone finest moment drying bag organic rice day booted
apple,positive,125943290288803841,Mon Oct 17 14:36:34 +0000 2011,"Bravo, @Apple! http://t.co/BgoTzj7K",Positive,bravo
apple,positive,125940394566483968,Mon Oct 17 14:25:04 +0000 2011,"God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)",Positive,god bless appletv bad as system loving princessofchina gb
apple,positive,125925618486489088,Mon Oct 17 13:26:21 +0000 2011,Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :),Positive,twitter day smashed iphone nice gave new one
apple,positive,125924446430183425,Mon Oct 17 13:21:42 +0000 2011,Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.,Positive,thank io email pop lock screen opening unlocking
apple,positive,125922999651139584,Mon Oct 17 13:15:57 +0000 2011,One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple),Positive,one word wow rt iphone first weekend sale top four million via
apple,positive,125909565031198720,Mon Oct 17 12:22:34 +0000 2011,This good here iPhone will do me VERY well today. Thanks to the gods that are @apple.,Positive,good iphone well today thanks god
apple,positive,125902301931126785,Mon Oct 17 11:53:42 +0000 2011,RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,Positive,rt love io easter egg pull middle top bottom see pull awesome little feature io
apple,positive,125901202591461376,Mon Oct 17 11:49:20 +0000 2011,Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,Positive,love io easter egg pull middle top bottom see pull awesome little feature io
apple,positive,125900497327636480,Mon Oct 17 11:46:32 +0000 2011,Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone,Positive,love io easter egg pull middle top bottom see pull awesome little feature lovemyiphone
apple,positive,125898611572740097,Mon Oct 17 11:39:02 +0000 2011,Updated my iOS and started using cloud services. Pretty bad ass @apple my #iPhone 3GS still the champ.,Positive,updated io started using cloud service pretty bad as iphone g still champ
apple,positive,125850288488841217,Mon Oct 17 08:27:01 +0000 2011,"Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone",Positive,gone run beautiful morning man love io iphone
apple,positive,125840039031738368,Mon Oct 17 07:46:17 +0000 2011,@apple your simply the best.,Positive,simply best
apple,positive,125794931439702016,Mon Oct 17 04:47:03 +0000 2011,I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's,Positive,must admit made happy camper text tone lol ring tone makemeproud drake vers text tone nickis
apple,positive,125728717942161408,Mon Oct 17 00:23:56 +0000 2011,"Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness",Positive,day im thankful great customer service received today via phone c new phone way daysofgratefulness
apple,positive,125727629012770816,Mon Oct 17 00:19:37 +0000 2011,S/O to @apple for replacing my phone for free,Positive,replacing phone free
apple,positive,125722746100531200,Mon Oct 17 00:00:13 +0000 2011,Loving the new iPod update @apple,Positive,loving new ipod update
apple,positive,125717622728818688,Sun Oct 16 23:39:51 +0000 2011,@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.,Positive,wife upgraded iphone think siri alone worth upgrade looking forward continuing enhance siri
apple,positive,125714253452812288,Sun Oct 16 23:26:28 +0000 2011,RT @tomkeene Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/BPPJwncp,Positive,rt thx thx hypo trix
apple,positive,125713935344214016,Sun Oct 16 23:25:12 +0000 2011,@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed,Positive,honored tonite truly great loss worldhe missed
apple,positive,125712433087123456,Sun Oct 16 23:19:14 +0000 2011,Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT,Positive,thx thx hypo trix
apple,positive,125708639607599104,Sun Oct 16 23:04:09 +0000 2011,Loving my new #iPhone4S thanks @apple for #ios5,Positive,loving new iphones thanks io
apple,positive,125706813583798274,Sun Oct 16 22:56:54 +0000 2011,i love this. so much. thank you @apple.  http://t.co/Ui8lOEzX,Positive,love much thank
apple,positive,125701161926930433,Sun Oct 16 22:34:27 +0000 2011,@apple the iPhone 4s is great #genius,Positive,iphone great genius
apple,positive,125699573799845888,Sun Oct 16 22:28:08 +0000 2011,@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.,Positive,card app notifies card sent arrived local post office delivered today sunday truly magic
apple,positive,125688922410975232,Sun Oct 16 21:45:48 +0000 2011,Love my new I0S5 @Apple updates. Just when I think it can't get any better somehow it simplifies my life more. That's right-it's an Apple.,Positive,love new update think cant get better somehow simplifies life thats rightits apple
apple,positive,125681742760771584,Sun Oct 16 21:17:17 +0000 2011,@apple Siri is amazing,Positive,siri amazing
apple,positive,125680049478316032,Sun Oct 16 21:10:33 +0000 2011,@rygurl you need an @apple iphone4S with Siri!,Positive,need iphones siri
apple,positive,125677424565424128,Sun Oct 16 21:00:07 +0000 2011,"Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple",Positive,meet siri new iphone butler click link amazed
apple,positive,125673004511412224,Sun Oct 16 20:42:33 +0000 2011,"just my man @apple store in @schaumburg, whoops!!!!😁",Positive,man store whoop
apple,positive,125667241978114048,Sun Oct 16 20:19:39 +0000 2011,"So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac",Positive,using work pc never ever get feel worst speaker ever spoiled imamac
apple,positive,125662399217930240,Sun Oct 16 20:00:25 +0000 2011,@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry,Positive,got new io upgrade imessagegood luck surviving
apple,positive,125652668080336896,Sun Oct 16 19:21:45 +0000 2011,Loving #iOS5 !! #awesome @Apple,Positive,loving io awesome
apple,positive,125648027045199873,Sun Oct 16 19:03:18 +0000 2011,"RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}",Positive,rt right iphone must addicted welcome club
apple,positive,125645258003464192,Sun Oct 16 18:52:18 +0000 2011,Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge,Positive,thank innovation exhibit guy playing facetime instead watching game sport bar
apple,positive,125643107260829697,Sun Oct 16 18:43:45 +0000 2011,@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??,Positive,boo hiss wuhu berry powered technology actually work
apple,positive,125633677597229056,Sun Oct 16 18:06:17 +0000 2011,@apple by far the best iPod and first time iPhone ever.... Good job guys,Positive,far best ipod first time iphone ever good job guy
apple,positive,125633065757310976,Sun Oct 16 18:03:51 +0000 2011,Thank you Steve @apple store 5th av. http://t.co/nSAisriP,Positive,thank steve store th av
apple,positive,125628199269961729,Sun Oct 16 17:44:31 +0000 2011,@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?,Positive,siri witchcraft whats next yr lead lost
apple,positive,125623745284018176,Sun Oct 16 17:26:49 +0000 2011,"@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done.",Positive,io sweet notification phone search cover mail wifi sync icloud backup integrated twitter well done
apple,positive,125618466353983488,Sun Oct 16 17:05:50 +0000 2011,RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ...,Positive,rt another great james stewart story today ny time importance architecture retail success
apple,positive,125610372727193601,Sun Oct 16 16:33:41 +0000 2011,Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s,Positive,another great james stewart story today ny time importance architecture retail success
apple,positive,125608381431025664,Sun Oct 16 16:25:47 +0000 2011,I &lt;3 @apple http://t.co/ondXWpEr,Positive,lt
apple,positive,125596541028282369,Sun Oct 16 15:38:43 +0000 2011,Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.,Positive,welcome twitter world due io thanks guy
apple,positive,125585606100267008,Sun Oct 16 14:55:16 +0000 2011,Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D,Positive,impressive service genius bar metro centre power cable replaced free booked screen replacement free
apple,positive,125562428200202240,Sun Oct 16 13:23:10 +0000 2011,RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple,Positive,rt nice guy store replaced phone gratis showed hairline crack screen thanks
apple,positive,125561950376701952,Sun Oct 16 13:21:16 +0000 2011,the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple,Positive,nice guy store replaced phone gratis showed hairline crack screen thanks
apple,positive,125550135911518209,Sun Oct 16 12:34:19 +0000 2011,"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple.",Positive,iphone battery lasted longer day hasnt happened since edge iphone nice job
apple,positive,125547297072357376,Sun Oct 16 12:23:02 +0000 2011,It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!,Positive,would taken min write blackberry thank converting showing grass greener
apple,positive,125539788546781185,Sun Oct 16 11:53:12 +0000 2011,RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple,Positive,rt got new backside eye phone impressed
apple,positive,125537993942515712,Sun Oct 16 11:46:04 +0000 2011,@RickySinghPT got a new backside for my eye phone! V impressed with @apple,Positive,got new backside eye phone impressed
apple,positive,125537578974851072,Sun Oct 16 11:44:25 +0000 2011,#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things,Positive,iphone space amazing creative product inspire people unbelievable thing
apple,positive,125524107386302465,Sun Oct 16 10:50:53 +0000 2011,Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!,Positive,thank making ipad feel like new new io
apple,positive,125523414298533888,Sun Oct 16 10:48:08 +0000 2011,"_ibertaddigital.tv/ iPad a briliant SteveJobs produck ,http://t.co/00ohfLY6
@Apple present... http://t.co/DBbWSDpx",Positive,ibertaddigitaltv ipad briliant stevejobs produck present
apple,positive,125501576952553472,Sun Oct 16 09:21:22 +0000 2011,Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple,Positive,using awsome ipad love love macbook ipod amazing love
apple,positive,125501281753251840,Sun Oct 16 09:20:11 +0000 2011,@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required,Positive,io upgrade done much better feature feature required
apple,positive,125495491701125120,Sun Oct 16 08:57:11 +0000 2011,New iOS 5 update is THE BEST. iloveyou @apple,Positive,new io update best iloveyou
apple,positive,125459338524499969,Sun Oct 16 06:33:31 +0000 2011,"Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson.",Positive,finally got iphone thanks stupid learned lesson
apple,positive,125455260801179648,Sun Oct 16 06:17:19 +0000 2011,"I absolutely love my iPhone 4S. Thank you, Steve and @apple.",Positive,absolutely love iphone thank steve
apple,positive,125423290767507456,Sun Oct 16 04:10:17 +0000 2011,@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s,Positive,invented product actually get brother call parent get he going amazing siri ipod
apple,positive,125416879035658240,Sun Oct 16 03:44:48 +0000 2011,"dammit, listening to siri is making me want to upgrade. well played @apple.",Positive,dammit listening siri making want upgrade well played
